lat,lon,altft,type,rwys,icao,name
-8.736996,-39.115389,955,1,1,SDLI,ABARE
50.14349,1.8318915,220,1,1,LFOI,Abbeville
29.9757625,-92.08421,15,1,1,0R3,ABBEVILLE CHRIS CRUSTA MEM
31.60016777,-85.23882223,468,1,1,0J0,Abbeville Municipal
53.59136969,-007.64958877,189,1,1,EIAB,Abbeyshrule
-27.33532318,147.26811050,881,1,1,YABG,Abbieglassie
49.02711300,-122.37642100,189,1,4,CYXX,Abbotsford
42.32499944,-99.75595778,2560,1,1,83NE,Abbott
-07.92163000,112.71675100,1726,1,2,WARA,Abdul Rachman Saleh
13.8474415,20.843247,1788,1,1,FTTC,ABECHE
37.36752305,-96.87836639,1320,1,1,77KS,Abel Ranch
22.492193,-79.9436125,338,1,1,MUSC,ABEL SANTAMARIA
00.49202583,173.82528249,8,1,1,NGTB,Abemama Atoll
57.20537342,-002.20600315,215,1,4,EGPD,Aberdeen Dyce
37.020197,-76.5888835,33,1,1,31VA,ABERDEEN FIELD
42.9211085,-112.881111,4470,1,1,U36,ABERDEEN MUNI
45.448275,-98.42294025,1302,1,2,KABR,ABERDEEN RGNL
-21.66796406,145.26868425,733,1,1,YABF,Aberfoyle
33.26900861,-84.49714806,780,1,1,GA61,Abernathy Fld
35.153707,-87.056815,685,1,1,KGZS,ABERNATHY FLD
33.84625425,-101.764729,3327,1,2,F83,ABERNATHY MUNI
18.2403775,42.656633,6858,1,1,OEAB,ABHA
33.30567388,-90.99038195,115,1,1,MS08,Abide Airpark
05.25240600,-003.93333300,21,1,1,DIAP,Abidjan Felix Houphouet Boigny Intl
41.36691507,-096.94957584,1440,1,1,NE27,Abie Sky Ranch
38.9040555,-97.235854,1152,1,1,K78,ABILENE MUNI
32.4131733333333,-99.6832326666667,1791,1,3,KABI,ABILENE RGNL
51.68901668,-001.30912130,229,1,2,EGUD,Abingdon Dalton Barracks
-17.60434497,143.18147759,547,1,2,YABI,Abingdon Downs
-08.44390027,126.98904668,1360,1,1,WXW0,Abisu
30.59547194,-84.98130834,100,1,1,5FD5,Able Airpark
-06.06485901,139.26613250,50,1,1,WX01,Aboge (AMA)
-06.16797200,139.26424600,103,1,1,WAKH,Abohoy (DGAC))
-04.29462118,140.63921414,820,1,1,WX02,Aboyi (UFM)
57.07548965,-002.84308200,459,1,4,X6AB,Aboyne
25.911279,49.591229,229,1,1,OEBQ,ABQAIQ
31.63677600,-106.43405200,3904,1,2,MMCS,ABRAHAM GONZALEZ INTL
34.41472194,-116.62252362,2850,1,1,7CA1,Abraham Ranch
42.77470325,-84.733478,842,1,2,4D0,ABRAMS MUNI
-28.43669520,113.73505189,36,1,1,AU89,Abrolhos East Wallabi Island
-19.42165,22.5486,3170,1,1,FB00,Abu
35.7321625,37.1042125,846,1,1,OS57,ABU AD DUHUR
27.3190555,49.5870705,69,1,1,OEAA,ABU ALI
24.42416570,054.65343860,88,1,1,OMAA,ABU DHABI INTL
24.5188555,54.980064,88,1,1,OM11,ABU DHABI NORTHEAST
24.4942445,72.7815195,875,1,1,VA74,ABU ROAD
28.8990165,33.20246,39,1,1,HE29,ABU RUDEIS
22.36666490,031.61306760,616,1,1,HEBL,ABU SIMBEL
30.5726625,32.09534125,49,1,2,HE35,ABU SUWAYR
25.8757405,55.0329945,23,1,1,OIBA,ABUMUSA ISLAND
-9.7002783,-65.3669434,443,1,1,SWAB,Abuna
-31.42228639,141.90095462,617,1,1,YACS,Acacia Downs
30.037754,-91.883893,24,1,1,KARA,ACADIANA RGNL
37.646849895,-75.76101861,47,1,1,KMFV,Accomack County
05.60376231,-000.17174180,204,1,1,DGAA,Accra_Kotoka_Intl
43.97107916,-89.99707223,890,1,1,67WI,Accurate
40.04587583,-85.66664278,910,1,1,3AE,Ace Airpark
52.37866040,007.91539731,177,1,1,EDXA,Achmer
33.3034585,-89.2284,552,1,1,9M4,ACKERMAN CHOCTAW CO
42.54581166,-93.03408834,1070,1,1,4C7,Ackley Municipal
51.448349,-113.51585,3035,1,2,EG2,Acme
48.7095575,-122.17765723,301,1,1,06S,Acme Field
-03.37714027,138.00756352,875,1,1,WXZ9,Acodi
30.88629944,-85.16381834,134,1,1,74J,Acres of Diamonds Airpark
39.67071666,-121.88581112,190,1,1,4CA7,Acrewood
32.63624555,-97.18223389,680,1,1,85TA,Action Aero
39.1325,-84.82861112,465,1,2,I38,Action Airpark
-5.5950485,-36.960914,394,1,1,SNUC,Acu
40.79095901,-083.83072651,949,1,1,0D7,Ada
34.80413525,-96.67092975,1016,1,2,KADH,ADA MUNI
42.79225333,-82.63936195,631,1,1,MI33,Adair Airstrip
51.87797635,-176.645741605,18,1,2,PADK,ADAK
-35.99748191,148.79248621,3350,1,1,YADY,Adaminaby Kennedy
31.433758,75.7588265,775,1,1,VIAX,ADAMPUR
41.87923222,-78.11500751,1780,1,1,90PA,Adams
33.39706027,-84.46020389,885,1,1,GA91,Adams
40.61582416,-84.834825,850,1,1,1II2,Adams
41.76785583,-75.72324389,1600,1,1,PS50,Adams
34.57460722,-79.24892862,143,1,1,8NC5,Adams
37.90282805,-89.13757862,410,1,1,9H2,Adams - Private
43.96117,-89.78803075,976,1,2,63C,ADAMS COUNTY LEGION FIELD
27.44198388,-80.5842225,25,1,1,7FL3,Adams Ranch
40.94169972,-88.75006695,640,1,1,70LL,Adams Rla
40.06227333,-84.37939278,973,1,1,83OH,Adams Strip
36.982142,35.280394,65,1,1,LTAF,ADANA
-25.89224368,144.57260914,812,1,2,YADA,Adavale
33.24872916,-97.22390528,705,1,1,4TX8,Addington Field
37.686007,-85.9250375,775,1,1,KEKX,ADDINGTON FLD
32.968558,-96.836454,644,1,1,KADS,ADDISON
34.20926833,-87.15806723,786,1,1,2A8,Addison Municipal
-35.18020200,139.12352000,310,1,1,AU01,Adelaide Hills
-34.94774507,138.52808561,20,1,4,YPAD,Adelaide Intl
-34.79083168,138.63634956,57,1,6,YPPF,Adelaide Parafield
-33.89171200,138.09834300,700,1,2,AU02,Adelaide Uni. Lochiel
34.53749305,-117.46060417,3075,1,2,52CL,Adelanto
-15.52197300,123.15573800,2,1,1,YADL,Adele Island
-18.69135626,138.53290804,432,1,1,YALG,Adels Grove
38.6484525,-77.53276556,210,1,1,VA71,Aden Field
12.82765300,045.03710700,7,1,1,OYAA,Aden Intl
-21.6425,-47.47111111,2776,1,1,SDRD,Adhemar Ribeiro
41.18600194,-120.95218917,4229,1,1,CA01,Adin
44.60198888,-73.85292223,1352,1,1,NY17,Adirondack Airpark Estates
44.38027200,-074.20412400,1663,1,2,KSLK,Adirondack Rgnl
37.7313695,38.468936,2216,1,1,LTCP,ADIYAMAN
3.339232,31.7647205,2611,1,1,HUAJ,ADJUMANI
42.35279777,-88.63481945,853,1,1,8IL0,Adkins Rla
38.29221,27.1559395,412,1,2,LTBJ,ADNAN MENDERES
33.57645333,-107.90004528,7354,1,1,NM37,Adobe Ranch - Private
-10.5809195,-38.088768,892,1,1,SNAH,ADUSTINA
38.87254361,-91.30015556,871,1,1,6M3,Adventures Aloft
1.400103,99.430453,922,1,1,WIME,Aek Godang
61.25680059,011.67070037,1620,1,1,EN01,AERA
-8.29833333,-55.114722225,820,1,1,SSXN,Aereo Amazonia
40.39093861,-75.01405806,390,1,1,38PA,Aerequus
33.76150555,-83.65267084,830,1,1,1GA9,Aerie
27.34198694,-80.52199889,25,1,1,FD88,Aero Acres
-16.906944445,-47.708333335,3544,1,1,SJCN,Aero Agricola Cristalina
-11.833611115,-46.26666667,2828,1,1,SWMA,Aero Agricola Fulanete
-22.97861111,-51.548611115,1821,1,1,SJTL,Aero Agricola Gaivota
-14.644166675,-57.504166665,1390,1,1,SWKM,Aero Agricola Rondon
-13.550277775,-58.86,1739,1,1,SJIE,Aero Agricola Sapezal
33.20845,-96.741942,792,1,1,T31,AERO COUNTRY
32.08265999,-95.45217723,370,1,1,TS96,Aero Estates
33.29844916,-96.86389,605,1,1,TX54,Aero Estates
38.524495,-90.05694445,565,1,1,7IS2,Aero Estates
42.84029416,-88.063975,825,1,1,1WI6,Aero Estates
40.85867277,-80.53534667,1140,1,1,55OI,Aero Flight Center
41.43614166,-88.24867417,600,1,1,IL58,Aero Four
42.07724805,-88.62508834,875,1,1,30IS,Aero Lake Estates
41.04533277,-81.93653056,1195,1,1,2OI4,Aero Lake Farm
43.10834277,-88.15981334,850,1,3,76C,Aero Park
39.35281638,-87.37335223,570,1,1,5II9,Aero Plaines
34.99181583,-80.74840278,634,1,1,NC21,Aero Plantation
-18.80777778,-52.60027778,2625,1,1,SSXW,Aero Porto Dal Lago
-18.133611105,-49.79611111,6825,1,1,SIQQ,Aero Resende
-9.856944445,-56.00444444,879,1,1,SJPP,Aero Rural
34.41563111,-103.13494723,4220,1,1,NM42,Aero Tech Inc
0.993333335,-51.12083333,240,1,1,SNXE,Aero Z Ferrus
30.87934333,-98.41697612,1242,1,1,89TX,Aero-Bee Ranch Airstrip
30.845,-85.28138889,260,1,1,69FD,Aero-Custom
40.88499805,-95.48527195,1134,1,1,1IA6,Aero-Lane
45.41135333,-93.38467612,931,1,1,MN98,Aero-Plain
38.9964425,-85.74802778,681,1,1,45IN,Aerobatic Practice
-13.63527778,-57.89944444,1798,1,1,SJKA,Aerocampo
-10.9030561,-37.0830574,23,1,1,SNAU,Aeroclub
-28.2502785,-52.5166664,1968,1,2,SSAQ,Aeroclub
-31.65486265,-064.39602857,1814,1,3,SA37,Aeroclub Alta Gracia
-34.73296004,-058.60070898,59,1,2,SADS,Aeroclub Argentino
-35.752711895,-58.462451105,59,1,1,SA1L,Aeroclub Gral Belgrano
-28.65777778,-53.61055556,1542,1,1,SSAK,Aeroclube
-21.28194444,-50.326944445,1394,1,1,SDBI,Aeroclube
-31.327777775,-54.13472222,722,1,1,SSCE,Aeroclube
-7.178333335,-35.99027778,1926,1,1,SNKB,Aeroclube
-29.67611111,-50.98138889,56,1,1,SSBZ,Aeroclube
-9.5875,-35.75777778,285,1,1,SNGS,Aeroclube de Alagoas
-20.48083333,-55.769444445,620,1,1,SSHA,Aeroclube de Aquidauana
-29.14833333,-51.536388895,2209,1,1,SSBG,Aeroclube de Bento Goncalves
-30.05027778,-51.44361111,33,1,1,SIXE,Aeroclube de Eldorado do Sul
-25.369444435,-54.470555565,840,1,1,SSAF,Aeroclube de Foz do lguacu
-26.32,-49.52055556,3025,1,1,SSRN,Aeroclube de Rio Negrinho
-27.61166667,-48.67277778,20,1,1,SSKT,Aeroclube de Santa Catarina
-30.82222222,-55.57638889,1073,1,1,SSDM,Aeroclube de Santana do Livramento
-21.644722215,-46.933333335,2861,1,1,SIPA,Aeroclube de Sao Jose do Rio Pardo
-22.745336,-43.460307,164,1,1,SDNY,AEROCLUBE NOVA IGUACU
39.5772345,3.1264045,236,1,1,LEVB,Aerodrom - Villafranca de Bonany
42.20026083,-93.63410556,1022,1,1,IA54,Aerodrome
-16.625403,-49.349268,2707,1,1,SWNV,AERODROMO NACIONAL DE AVIACAO
-30.212777785,-52.44138889,131,1,1,SJGF,Aerodromo Nova Era
54.85260278,10.45639583,0,1,1,EKAE,Aeroe
41.0086195,-74.7380335,583,1,1,12N,AEROFLEX ANDOVER
-21.56111111,-48.79861111,1762,1,1,SWXD,Aerogardi
42.26918833,-88.57120389,820,1,1,66IL,Aerogrange
-13.505,-55.15083333,1510,1,1,SIUB,Aerojaco
-30.542222225,-50.47083333,20,1,1,SIQI,Aerolis
30.202985,-92.81208973,13,1,3,LS72,Aerolite Aero Park
-31.29222222,-54.15611111,886,1,1,SJXA,Aeromis
-34.55627177,-058.41599448,17,1,1,SABE,Aeroparque Jorge Newbery
-32.863804865,-68.872367285,2647,1,2,SAMQ,Aeroparque Mendoza
-28.716388885,-55.9925,300,1,1,SJGH,Aeropel
-33.06607979,151.65055872,10,1,1,YPEC,Aeropelican
42.37830313,013.31065691,2210,1,2,LIAP,Aeroporto dei Parchi
-20.25972222,-42.18388889,2723,1,1,SNJM,Aeroporto Elias Breder
-22.9788445,-46.5371265,2887,1,1,SDBP,AEROPORTO ESTADUAL ARTHUR SIQUEIRA
-22.979166675,-46.5375,2887,1,1,SBBP,Aeroporto Estadual Arthur Siqueira
-27.17361111,-48.63111111,33,1,1,SDYS,Aeroportobelo
-15.68166667,-47.76888889,3563,1,1,SDNT,Aerorancho
-3.70222222,-56.05388889,131,1,1,SJGA,Aerorural Floramazon
10.420096,-83.60986,82,1,1,MRAO,AEROTORTUGUERO
41.97086,-88.49174834,905,1,1,36IL,Aeroview
46.61662611,-95.65032139,1374,1,1,MN89,Aerovilla
-3.17194444,-52.19166667,369,1,1,SNZE,Aeroxingu
-7.723611115,-37.61888889,1844,1,1,SNTB,Afogados da Ingazeira
-25.53151500,-049.17631900,2988,1,2,SBCT,Afonso Pena
-8.610555555,-41.00027778,1703,1,1,SNTG,Afranio
42.7087695,-110.942167745,6221,1,1,KAFO,AFTON MUNI
-09.19014776,160.95093948,20,1,1,AGAF,Afutara
38.726425,30.60111175,3310,1,2,LTAH,AFYON
41.60376100,-102.82857939,3651,1,1,NE19,Ag Air
26.0731335,-97.537486,30,1,1,79TX,AG AIR INC
29.05414305,-95.96245639,50,1,1,7TS9,Ag Aviation
30.22104027,-92.77486639,21,1,2,LS18,Ag Aviation
46.57662694,-96.51201501,960,1,1,94MN,Ag Spray Inc
-20.0198,13.73225,1994,1,1,FY02,Agab
30.33001285,-009.40693951,250,1,1,GMAD,Agadir AL MASSIRA
-04.02227099,137.95575693,9180,1,1,WXY6,Agadugume
23.8869775,91.2404485,46,1,1,VEAT,AGARTALA
47.55373775,010.27189655,2393,1,1,ED01,Agathazell
10.8236585,72.176035,14,1,1,VOAT,AGATTI
39.976765,47.00211419,961,1,1,UDYA,Agdam
30.765072,20.191433,50,1,1,HL58,AGEDABIA
44.174025,0.592961,204,1,1,LFBA,Agen la Garenne
-29.28048300,018.81444900,2648,1,1,FAAG,Aggeneys
45.77357388,-95.26281112,1387,1,1,MN04,Aggies Landing
30.745446,49.6760875,88,1,1,OIAG,AGHAJARI
41.07032861,-84.08633334,740,1,1,51OH,Agner
55.816681,-112.516693,1825,1,1,FD2,Agnes Lake
-24.19990779,151.89127722,30,1,1,YAWT,AGNES WATER
-12.14246256,142.14846605,157,1,1,YAGN,AGNEW
27.15779875,77.961145,551,1,2,VIAG,AGRA
39.6545705,43.027151,5462,1,1,LTCO,AGRI
28.92941444,-99.08031028,651,1,1,XS42,Agricultural Supplies
-12.50833333,-55.69527778,1100,1,1,SJSS,AGRIFOR
38.6020705,21.351192,154,1,1,LGAG,AGRINION
-21.218888885,-47.87638889,1781,1,1,SIHW,Agrishow
-14.76833333,-60.03444444,892,1,1,SWBW,Agro Pousadas do Guapore
36.335972,-120.2470845,335,1,1,5CA7,AGRO WEST
-13.435833335,-54.276666675,1427,1,1,SIZU,Agrochapada
-16.48388889,-54.66722222,827,1,1,SWAF,Agroer Aviacao Agricola
-7.64027778,-56.78777778,752,1,1,SJRJ,Agromineral Mutum
-2.525277775,-48.75194444,66,1,1,SNTP,Agropalma
-16.465555555,-54.711944435,1034,1,1,SDRO,Agropastoril Bom Pastor
-21.350555555,-46.250555555,2841,1,1,SNMF,Agropastoril Monte Alegre
-3.50861111,-56.31583333,108,1,1,SDUA,Agropastoril Sol Nascente
-19.84138889,-49.68833333,1310,1,1,SJSF,Agropecuaria Barrinha
-10.73444444,-54.53444444,1352,1,1,SWHE,Agropecuaria Cajabi
-9.516666665,-61.25,3428,1,1,SNLJ,Agropecuaria Ceu Aberto LTDA
-13.5375,-53.43916667,1201,1,1,SIZS,Agropecuaria Equus
-9.715833335,-61.04666667,3297,1,1,SNLK,Agropecuaria Ferreira Penco LTDA
-10.14166667,-60.65277778,325,1,1,SWAH,Agropecuaria Floresta Sao Joaquim LTDA
-9.97111111,-56.21,1001,1,1,SNOL,Agropecuaria Mariana
-28.37888889,-52.87944444,1752,1,1,SSYQ,Agropecuaria Monte Alverne
-10.14722222,-60.538611115,797,1,1,SWQH,Agropecuaria Nova Santana
-9.23222222,-50.93027778,860,1,1,SJRK,Agropecuaria Sao Roberto
-10.89194444,-55.564166675,1033,1,1,SWNF,Agropecuaria Tratex
-13.87861111,-60.09638889,1149,1,1,SJHU,Agropecuaria Vale do Guapore
-11.366944435,-58.11722222,984,1,1,SWZA,Agrosan
-6.775555555,-45.89166667,1926,1,1,SIUL,Agroserra
-9.50416667,-40.369444435,1289,1,1,SNAV,Agrovale
-6.390833335,-56.285,667,1,1,SILS,Agua Branca
-37.99295905,-072.24953398,1226,1,1,SCKO,Agua Buena
32.95004999,-116.29334639,1220,1,1,L54,Agua Caliente Springs
34.5035655,-118.313043,2660,1,1,L70,AGUA DULCE AIRPARK
4.620555555,-60.27722222,994,1,1,SJYE,Agua Fria
31.25142975,-109.61140275,4165,1,2,MM65,AGUA PRIETA SOUTH
31.2429235,-109.6250885,4000,1,1,MM75,AGUA PRIETA SOUTHWEST
18.49498498,-067.13571611,237,1,1,TJBQ,Aguadilla/Rafael Hernandez
26.333965,-99.542436,676,1,1,MMAL,AGUALEGUAS
26.3044025,-99.550193,676,1,1,MM44,AGUALEGUAS OLD
-15.756388885,-58.80194444,600,1,1,SJXB,Aguapey
8.315061,-73.358332,3850,1,1,SKOC,AGUAS CLARAS
-19.31972222,-47.55305556,3117,1,1,SJQL,Aguas Claras Aviacao Agricola
-27.216944435,-53.272500005,1135,1,1,SJXH,Aguas Frias
-1.268055555,-53.26138889,479,1,1,SWIV,Aguia Branca do Paru
26.588881,127.242219,38,1,1,RORA,Aguni
30.62437444,-83.28681417,100,1,1,7FD9,AH Farm
33.86946305,-114.52690112,300,1,1,1CA4,Aha-Quin
-14.4280555,-146.2569445,11,1,1,NTHE,AHE
37.38827,-120.92742723,73,1,1,CL84,Ahlem Farms
38.83199416,-90.95124945,660,1,1,66MO,Ahlers Acres
23.077196,72.634632,189,1,1,VAAH,AHMEDABAD
64.895,25.7558,95,1,1,EFAH,Ahmosuo
53.70090349,009.73906190,33,1,1,EDHO,Ahrenlohe
31.3374305,48.761949,66,1,1,OIAW,AHWAZ
-04.33333300,137.83192500,2782,1,1,WX03,Aideralma (AMA)
47.533,14.133,2000,1,1,LOXA,Aigen
34.17232833,-83.731005,1020,1,1,85GA,Aiken Field
33.65114200,-081.68720200,528,1,2,KAIK,Aiken Muni
-22.64620892,133.34507809,2185,1,1,YALR,AILERON
36.17608100,005.32821000,3360,1,1,DAAS,Ain Arnat
35.5254355,2.878746,2132,1,2,DAAQ,AIN OUSSERA
30.3127085,-95.026875,129,1,1,06TE,AINSWORTH
42.57708836,-100.00063399,2589,1,3,KANW,AINSWORTH MUNI
-05.14088800,144.73158100,350,1,1,AIE,Aiome
16.711293,-9.637882,951,1,1,GQNA,AIOUN EL ATROUSS
34.10593138,-84.44853973,918,1,1,5GA4,Air Acres
38.11813277,-84.3024325,900,1,1,52KY,Air Castle
40.09331555,-104.37523195,4780,1,1,49CO,Air Dusters Inc
42.28057833,-88.09452389,800,1,1,LL09,Air Estates Inc
36.17096861,-79.7955875,822,1,1,W88,Air Harbor
41.35008333,-75.48296223,1550,1,1,6PA6,Air Haven
33.023472,-96.8369445,695,1,1,F69,AIR PARK DALLAS
41.12782666,-84.94718806,750,1,1,0IN4,Air Park Field
44.95834138,-84.95837973,1173,1,1,0D9,Air Park North
41.83060333,-83.68743751,680,1,1,4MI1,Air Rahe
32.3251415,-96.9475,670,1,1,60TA,AIR RANCH ESTATES
39.87213,-119.7010225,4300,1,2,NV23,Air Sailing
42.80001472,-88.33342695,820,1,1,WI69,Air Troy Estates - Restricted
40.42496,-109.59236112,5800,1,1,UT07,Air Village Strip
43.56801305,-93.25437195,1240,1,1,96MN,Air-Ag
40.69565472,-75.13239667,360,1,1,JY07,Air-List-Ads
38.10000999,-102.21713278,3610,1,1,CO73,Air-Sprayers Nr 2
42.77364555,-84.89999306,852,1,1,81G,Airbatco Field
39.42762425,-83.7915805,1077,1,2,KILN,AIRBORNE AIRPARK
51.26230975,-113.935989375,3648,1,4,CEF4,AIRDRIE
38.12310916,-90.38901056,710,1,1,42MO,Aire Parque
43.7101385,-0.2465275,259,1,1,LFDA,Aire sur l'Adour
50.642425,2.442428,72,1,2,LF01,Aire sur la Lys
26.7419445,-81.049722,20,1,1,2IS,AIRGLADES
41.83259305,-73.87596778,450,1,1,09N,Airhaven
44.627858,-93.228097,960,1,1,KLVN,AIRLAKE
43.20506805,-76.17881445,385,1,2,1H1,Airlane Enterprises
38.757894,-77.787217,522,1,1,2VA9,AIRLIE
36.33342666,-95.88360139,695,1,1,OK93,Airman Acres
34.37788194,-82.94569889,720,1,1,0GA2,Airnautique Inc.
39.3011525,-91.45154278,767,1,1,04MO,Airpark - Private
32.81401527,-96.35220417,510,1,1,1F7,Airpark East
37.67585138,-96.88531001,1340,1,1,20KS,Airpark Estates
45.70606194,-108.62236112,3190,1,1,MT05,Airpark Oscars
27.64253277,-82.52092917,27,1,1,48X,Airport Manatee
33.53004111,-112.21654251,1112,1,1,AZ79,Airscrew Performance Flightpark
34.91894611,-101.90269001,3611,1,1,45XS,Airsport Skyranch
42.85006722,-76.84967973,590,1,1,D93,Airtrek
32.6321275,-80.50399306,20,1,1,SC15,Airy Hall
42.64395972,-76.72967251,805,1,1,6NY3,Airy-Acres
-2.4733329,-59.3208313,587,1,1,SYAH,Aishalton
-03.13522400,142.34676800,10,1,1,ATP,Aitape
46.54802625,-93.677605,1205,1,2,KAIT,AITKIN MUNI STEVE KURTZ FLD
-18.82932298,-159.76645144,20,1,1,NCAI,Aitutaki
45.63717891,005.88364090,779,1,2,LFLB,Aix-Les-Bains
-6.341833,145.904333,5100,1,1,AYAY,Aiyura
23.7466015,92.802767,1001,1,1,VEAZ,AIZAWL
7.4572375,6.461129,620,1,1,DN51,AJAOKUTA
2.00777778,-61.47583333,594,1,1,SJYF,Ajarani
1.8875,-62.01833333,134,1,1,SDIR,Ajarani 2
45.38318333,-120.46782445,2165,1,1,OR46,Ajax
35.02036694,-93.06489667,370,1,1,6AR2,Ajs
32.9861625,-112.02569612,1210,1,1,E31,Ak Chin Community Airfield
26.4475665,82.568157,288,1,1,VI90,AKBARPUR
34.529989,136.675269,20,1,2,RJOE,Akeno AB
56.93920222,-154.183135,50,1,1,PAKH,Akhiok
38.80895025,27.833787,263,1,2,LTBT,AKHISAR
60.90603523,-161.42725086,13,1,1,Z13,Akiachak
60.9028915,-161.2305945,30,1,1,PFAK,AKIAK
-1.1294375,13.9205055,1660,1,1,FO22,AKIENI
-04.60328875,137.65927921,166,1,1,WAKA,Akimuga (MAF)
38.75406861,-120.89910584,1595,1,1,60Q,Akin
34.77228611,-103.8560775,4858,1,3,E99,Akin and Akin
40.078918,32.565625,2767,1,1,LTAE,AKINCI
39.6156445,140.2186655,313,1,1,RJSK,AKITA
68.2233315,-135.005835,23,1,1,CYKD,AKLAVIK
40.70931992,-098.56002522,2025,1,1,NE38,Aknux
20.6990595,77.0586265,999,1,1,VAAK,AKOLA
43.020839,-78.48293,840,1,2,9G3,AKRON
40.91496873,-081.43668210,1228,1,3,KCAK,AKRON CANTON RGNL
41.03922141,-081.45749016,1067,1,2,KAKR,AKRON FULTON INTL
42.80582666,-96.56308834,1143,1,1,Y40,Akron Municipal
34.590417,32.98775,76,1,1,LCRA,Akrotiri
43.85764472,051.08607708,73,1,4,UATE,AKTAU
38.92454530,020.76838110,11,1,1,LGPZ,AKTIO
50.245624,57.2071155,738,1,1,UATT,AKTYUBINSK
60.818611,-78.1486125,75,1,1,CYKO,AKULIVIK
7.246782,5.3010025,1100,1,1,DNAK,AKURE
65.65465278,-018.07558168,5,1,1,BIAR,Akureyri
25.2853055,49.485189,588,1,1,OEAH,AL AHSA
-21.5125,15.57305,3815,1,1,FY03,Al Aiba
24.26169,55.609131,869,1,1,OMAL,AL AIN INTL
-27.9931,17.5986,1500,1,1,FYAA,Al Ais
32.786693,35.717964,1214,1,1,OS73,AL AL
30.9244445,28.461417,143,1,1,HEAL,AL ALAMAIN INTL
13.174675,44.765089,900,1,1,OY74,AL ANAD
26.612065,45.3216265,1900,1,1,OE52,AL ARTAWIYAH SOUTH
33.7812115,42.4368615,618,1,3,ORAA,AL ASAD AB
18.719232,50.836961,908,1,1,OYBA,AL BADIE
20.296126,41.634283,5486,1,1,OEBA,AL BAHA
32.4528615,23.1185485,33,1,1,HL68,AL BUMBAH NORTH
24.23958275,54.549415,77,1,2,OMAM,AL DHAFRA
36.51439416,-119.76402639,252,1,1,5Q0,Al Divine
