type,lat,lon,alt,frq,rng,frq2,id,icao,rwy,name
4,43.92200300,-092.51496700,1259,10850,18,312.219,IRST,KRST,31,ILS-cat-I
4,26.54753300,-081.73768300,28,11150,18,53.970,IRSW,KRSW,06,ILS-cat-I
4,35.63775000,-080.52314700,773,10995,18,195.922,IRUQ,KRUQ,20,ILS-cat-I
4,36.04796613,-095.98350733,638,10995,18,13.277,IRVS,KRVS,01L,ILS-cat-I
4,35.86600800,-077.88406100,159,10830,18,33.190,IRWI,KRWI,04,ILS-cat-I
4,46.09901400,-094.37165300,1152,11110,18,315.376,IRYM,KRYM,31,ILS-cat-I
4,32.14663300,-111.15800800,2416,11110,18,70.227,IIVI,KRYN,06R,ILS-cat-I
4,34.01297764,-084.60911361,1040,11190,18,268.771,IRYY,KRYY,27,ILS-cat-I
4,38.52036100,-121.48814200,23,11030,18,33.006,ISAC,KSAC,02,ILS-cat-I
4,35.63005800,-106.07747500,6322,11170,18,35.002,ISGB,KSAF,02,ILS-cat-I
4,32.72978900,-117.17411400,17,11155,18,106.076,ISAN,KSAN,09,ILS-cat-I
4,29.54262500,-098.45077800,749,10970,18,40.642,ISAT,KSAT,03,ILS-cat-I
4,29.52536400,-098.46316100,771,11090,18,131.760,IANT,KSAT,12R,ILS-cat-II
4,29.54378100,-098.48687200,809,11090,18,311.755,IIZR,KSAT,30L,ILS-cat-I
4,32.13691400,-081.20014700,51,11190,18,359.629,ITPV,KSAV,01,ILS-cat-I
4,32.12845600,-081.18616700,51,10990,18,90.623,ISAV,KSAV,10,ILS-cat-I
4,46.37558900,-087.39035000,1221,11010,18,8.935,ISOU,KSAW,01,ILS-cat-I
4,34.42801100,-119.82989200,16,11030,18,88.514,ISBA,KSBA,07,ILS-cat-I
4,34.10178900,-117.21309400,1086,10930,18,70.312,ISBD,KSBD,06,ILS-cat-I
4,43.76281100,-087.85904200,741,11070,18,215.025,IHEV,KSBM,21,ILS-cat-I
4,41.70486944,-086.29491417,799,10930,18,88.809,IUXW,KSBN,09R,ILS-cat-I
4,41.70426900,-086.33312500,799,10930,18,268.781,ISBN,KSBN,27L,ILS-cat-I
4,35.23167200,-120.63106100,206,10970,18,125.167,ISBP,KSBP,11,ILS-cat-I
4,38.34766100,-075.51948300,52,10870,18,306.776,ISBY,KSBY,32,ILS-cat-I
4,42.86655800,-073.92076900,378,10970,18,25.912,ISCH,KSCH,04,ILS-cat-I
4,37.90401400,-121.25363300,24,10910,18,307.685,ISCK,KSCK,29R,ILS-cat-I
4,38.16323100,-085.72312200,501,11195,18,164.973,IPKI,KSDF,17L,ILS-cat-I
4,38.15536900,-085.73834700,501,11030,18,165.449,ISNU,KSDF,17R,ILS-cat-I
4,38.18072200,-085.74897800,501,10910,18,291.184,ILKS,KSDF,29,ILS-cat-I
4,38.18749700,-085.74894700,501,10935,18,345.455,IRLI,KSDF,35L,ILS-cat-III
4,38.18889700,-085.73188900,501,11055,18,344.968,IJJM,KSDF,35R,ILS-cat-III
4,47.43577800,-122.31123100,355,11170,18,180.337,ISZI,KSEA,16C,ILS-cat-III
4,47.42939200,-122.30805600,338,11030,18,180.343,ISNQ,KSEA,16L,ILS-cat-I
4,47.43775555,-122.31803330,410,11075,18,180.336,ICJL,KSEA,16R,ILS-cat-III
4,47.46509700,-122.31097500,422,11170,18,0.337,ITUC,KSEA,34C,ILS-cat-I
4,47.46659722,-122.31783330,433,11075,18,0.336,IBEJ,KSEA,34L,ILS-cat-III
4,47.46507500,-122.30773900,428,11030,18,0.343,ISEA,KSEA,34R,ILS-cat-I
4,32.35543100,-086.99699700,166,11050,18,325.927,ISEM,KSEM,33,ILS-cat-I
4,28.78178600,-081.22396100,27,10890,18,89.906,ISND,KSFB,09L,ILS-cat-I
4,28.76996500,-081.21445500,27,11155,18,89.906,IOOS,KSFB,09R,ILS-cat-I
4,28.78178600,-081.25676700,27,11015,18,269.999,IFNU,KSFB,27R,ILS-cat-I
4,47.68177200,-117.32805000,1953,11170,18,238.974,IFLZ,KSFF,21R,ILS-cat-I
4,43.39627324,-070.69836381,244,11150,18,58.272,ISFM,KSFM,07,ILS-cat-I
4,37.60451900,-122.38223600,10,10890,18,207.667,ISIA,KSFO,19L,ILS-cat-I
4,37.62656900,-122.39377800,8,10955,18,297.932,ISFO,KSFO,28L,ILS-cat-I
4,37.62953900,-122.39531100,5,11170,18,297.903,IGWQ,KSFO,28R,ILS-cat-III
4,37.62129900,-122.36840200,13,11075,18,294.802,IFNP,KSFO,28R,LDA-GS
4,37.25577500,-093.37916400,1252,10990,18,21.708,ISGF,KSGF,02,ILS-cat-I
4,37.23586100,-093.38142800,1268,10970,18,141.912,IGWA,KSGF,14,ILS-cat-I
4,39.83300000,-083.85511400,1051,11130,18,234.075,ISGH,KSGH,24,ILS-cat-I
4,29.96863600,-081.35145000,10,11110,18,307.919,IGUH,KSGJ,31,ILS-cat-I
4,29.63425300,-095.65766700,81,11070,18,355.310,ITXH,KSGR,35,ILS-cat-I
4,34.60703100,-091.57837500,220,11055,18,1.826,ITTL,KSGT,36,ILS-cat-I
4,38.27248600,-078.88780800,1201,10950,18,38.137,ISHD,KSHD,05,ILS-cat-I
4,44.77959400,-106.98933300,4013,10870,18,336.380,ISHR,KSHR,32,ILS-cat-I
4,32.43410000,-093.81715000,257,11070,18,142.846,ISHV,KSHV,14,ILS-cat-I
4,32.45639700,-093.83717500,270,11030,18,322.837,IFOG,KSHV,32,ILS-cat-I
4,37.35084700,-121.91690600,75,11090,18,138.940,ISLV,KSJC,12R,ILS-cat-I
4,37.37420800,-121.94251700,49,11090,18,318.927,ISJC,KSJC,30L,ILS-cat-I
4,31.36361900,-100.48466100,1877,10970,18,43.022,ISJT,KSJT,03,ILS-cat-I
4,47.62369700,-117.62608600,2461,11030,18,66.676,IFRC,KSKA,05,ILS-cat-I
4,47.60541700,-117.68893600,2461,11030,18,246.647,ISKA,KSKA,23,ILS-cat-I
4,29.36395800,-098.57375600,66,11010,18,162.359,ISKF,KSKF,15,ILS-cat-I
4,29.40270300,-098.58790000,691,11070,18,342.242,IOSQ,KSKF,33,ILS-cat-I
4,40.77180300,-111.97279400,4227,10950,35,174.975,IMOY,KSLC,16L,ILS-cat-III
4,40.77220300,-111.99514400,4227,11190,35,174.970,IUAT,KSLC,16R,ILS-cat-III
4,40.76946100,-111.96206700,4227,11150,35,179.992,IBNT,KSLC,17,ILS-cat-I
4,40.81023900,-112.00037800,4227,11190,35,353.983,IUUH,KSLC,34L,ILS-cat-III
4,40.81018100,-111.97725300,4227,10950,35,354.975,ISLC,KSLC,34R,ILS-cat-III
4,40.80173900,-111.96207200,4227,11010,35,359.992,IUTJ,KSLC,35,ILS-cat-I
4,44.91930000,-123.00921900,189,11030,18,330.171,ISLE,KSLE,31,ILS-cat-I
4,44.37840800,-074.21502800,1630,10890,18,214.805,ISLK,KSLK,23,ILS-cat-I
4,38.81483600,-097.64597200,1244,10890,18,359.892,ISLN,KSLN,35,ILS-cat-I
4,38.68062200,-121.58050600,17,11175,18,180.733,IMDK,KSMF,16L,ILS-cat-I
4,38.67659700,-121.60159200,19,11110,18,180.747,ISMF,KSMF,16R,ILS-cat-III
4,38.70992200,-121.60103900,23,11110,18,0.747,IHUX,KSMF,34L,ILS-cat-I
4,34.89065600,-120.44327200,272,10890,18,135.561,ISMX,KSMX,12,ILS-cat-I
4,33.66513900,-117.87551700,54,11175,18,207.799,ISNA,KSNA,19R,ILS-cat-I
4,35.34881182,-096.94281833,1073,10875,18,179.973,IHNQ,KSNL,17,ILS-cat-I
4,36.67163300,-121.61236700,81,10850,18,327.951,ISNS,KSNS,31,ILS-cat-I
4,35.24379835,-079.38092185,461,11150,18,46.111,ISOP,KSOP,05,ILS-cat-I
4,39.85413600,-089.66656400,594,10950,18,41.521,ISPI,KSPI,04,ILS-cat-I
4,39.83454200,-089.68915600,583,11170,18,221.512,ILQY,KSPI,22,ILS-cat-I
4,39.85136400,-089.69088300,597,11015,18,306.696,ICJF,KSPI,31,ILS-cat-I
4,33.97725000,-098.48323300,1019,11050,18,158.330,ISHP,KSPS,15C,ILS-cat-I
4,34.00887200,-098.50193600,1019,10970,18,338.332,ISPS,KSPS,33L,ILS-cat-I
4,43.16009700,-095.19236100,1339,11090,18,126.341,ISPW,KSPW,12,ILS-cat-I
4,41.73824200,-089.68816100,647,11150,18,250.066,ISQI,KSQI,25,ILS-cat-I
4,35.22136900,-091.73460000,250,11010,18,12.583,IDSY,KSRC,01,ILS-cat-I
4,27.38517800,-082.54338100,27,11130,18,134.533,IFFV,KSRQ,14,ILS-cat-I
4,27.40578300,-082.56697200,25,10970,18,314.533,ISRQ,KSRQ,32,ILS-cat-I
4,33.98675600,-080.46067200,242,11010,18,34.604,ISSC,KSSC,04L,ILS-cat-I
4,33.95781100,-080.48473900,242,10870,18,214.577,IJWU,KSSC,22R,ILS-cat-I
4,45.55611400,-094.07232800,1031,11190,18,316.083,ISTC,KSTC,31,ILS-cat-I
4,39.78784200,-094.90691400,826,11030,18,0.005,ISTJ,KSTJ,35,ILS-cat-I
4,38.75716400,-090.35516900,541,11030,18,62.718,IJAK,KSTL,06,ILS-cat-I
4,38.74408900,-090.37767500,545,11195,18,122.292,IOGZ,KSTL,11,ILS-cat-III
4,38.73745700,-090.33724200,598,10890,18,122.309,ILDZ,KSTL,12L,ILS-cat-II
4,38.73669000,-090.34423300,588,10970,18,122.304,ILMR,KSTL,12R,ILS-cat-I
4,38.74542200,-090.38436900,545,11030,18,242.726,ISTL,KSTL,24,ILS-cat-I
4,38.76148600,-090.41299200,613,11195,18,302.268,IRQN,KSTL,29,ILS-cat-I
4,38.75480300,-090.38098100,549,11150,18,302.294,IBKY,KSTL,30L,ILS-cat-I
4,38.75316900,-090.36911400,530,11130,18,302.295,ISJW,KSTL,30R,ILS-cat-III
4,44.92521100,-093.05270000,702,11150,18,146.191,IVKG,KSTP,14,ILS-cat-I
4,44.94190600,-093.06852200,705,11150,18,326.124,IBAO,KSTP,32,ILS-cat-I
4,38.51750000,-122.81380300,93,10930,18,337.274,ISTS,KSTS,32,ILS-cat-I
4,38.66213100,-090.63298100,463,11110,18,78.026,ISUS,KSUS,08R,ILS-cat-I
4,38.65716700,-090.66296100,463,11110,18,258.026,IFZU,KSUS,26L,ILS-cat-I
4,38.26854200,-121.92180800,57,10835,18,47.561,ITXV,KSUU,03L,ILS-cat-I
4,38.25897200,-121.92998100,33,11010,18,227.567,ISUU,KSUU,21L,ILS-cat-I
4,42.38918600,-096.37135600,1091,11130,18,135.798,IQIQ,KSUX,13,ILS-cat-I
4,42.41198600,-096.40139200,1098,10930,18,315.780,ISUX,KSUX,31,ILS-cat-I
4,35.76645300,-080.96880300,932,11175,18,276.861,ISVH,KSVH,28,ILS-cat-I
4,32.01076100,-081.16866700,42,10950,18,272.195,ISVN,KSVN,28,ILS-cat-I
4,41.50760800,-074.08674700,491,11010,18,78.342,ISWF,KSWF,09,ILS-cat-III
4,41.50050600,-074.13269400,497,10995,18,258.327,IJKH,KSWF,27,ILS-cat-I
4,36.14922200,-097.08660600,1000,10915,18,179.495,ISWO,KSWO,17,ILS-cat-I
4,43.10941400,-076.08920300,421,10990,18,87.436,IMRZ,KSYR,10,ILS-cat-I
4,43.10803900,-076.13101700,421,10990,18,267.409,ISYR,KSYR,28,ILS-cat-II
4,38.75045600,-093.54290000,870,11030,18,10.877,ISZL,KSZL,01,ILS-cat-I
4,38.70906100,-093.55309700,870,10850,18,190.877,IMXJ,KSZL,19,ILS-cat-I
4,37.73403600,-092.13456400,1159,11090,18,147.277,ITBN,KTBN,14,ILS-cat-I
4,32.48637500,-081.74439200,160,11150,18,315.182,IBZQ,KTBR,32,ILS-cat-I
4,33.22554200,-087.60324400,170,10910,18,40.883,ITCL,KTCL,04,ILS-cat-I
4,47.12084400,-122.47636700,325,10990,18,179.767,IMAR,KTCM,16,ILS-cat-I
4,47.15898900,-122.47651100,308,10850,18,359.856,ITCM,KTCM,34,ILS-cat-II
4,36.29020556,-078.97579167,610,10870,18,50.508,ITDF,KTDF,06,ILS-cat-I
4,40.85828100,-074.05330000,9,10890,18,48.055,ITEB,KTEB,06,ILS-cat-I
4,40.83703600,-074.06048600,6,11015,18,183.167,ITJL,KTEB,19,ILS-cat-I
4,35.39566700,-097.38213300,1284,11130,18,180.039,IFRJ,KTIK,17,ILS-cat-I
4,35.43333100,-097.38209400,1255,10950,18,0.050,ITIK,KTIK,35,ILS-cat-I
4,47.25840300,-122.57983300,292,10910,18,186.989,ITIW,KTIW,17,ILS-cat-I
4,28.52374200,-080.79689200,35,10870,18,359.114,ITIX,KTIX,36,ILS-cat-I
4,33.16699977,-096.59100862,585,10935,18,182.104,IEFE,KTKI,17,ILS-cat-I
4,33.16699977,-096.58913800,585,10935,18,182.104,IEFE,KTKI,18,ILS-cat-I
4,30.39128300,-084.35975600,82,11190,18,269.463,IPLQ,KTLH,27,ILS-cat-I
4,30.41437200,-084.35900300,82,11030,18,359.491,ITLH,KTLH,36,ILS-cat-I
4,31.43343300,-083.49454400,355,10970,18,329.441,ITMA,KTMA,33,ILS-cat-I
4,25.64390000,-080.41749400,8,10870,18,87.320,ITMB,KTMB,09R,ILS-cat-I
4,25.86177500,-080.87343900,11,10830,18,90.023,ITNT,KTNT,09,ILS-cat-I
4,41.68149328,-093.02929092,953,10970,18,321.329,IMGX,KTNU,32,ILS-cat-I
4,33.80886900,-118.34689400,78,11190,18,308.614,ITOA,KTOA,29R,ILS-cat-I
4,31.86385300,-086.00591700,397,10890,18,69.378,ITOI,KTOI,07,ILS-cat-I
4,41.59418900,-083.79019400,659,10970,18,67.106,ITOL,KTOL,07,ILS-cat-I
4,41.58031100,-083.83410300,677,10870,18,247.080,IBQE,KTOL,25,ILS-cat-I
4,39.06301400,-095.61158300,874,11070,18,134.457,ITOP,KTOP,13,ILS-cat-I
4,27.99577200,-082.54125300,21,10890,18,1.719,IAMP,KTPA,01L,ILS-cat-I
4,27.96153600,-082.52908600,14,11030,18,181.725,ITPA,KTPA,19L,ILS-cat-I
4,27.96061400,-082.54244400,5,10850,18,181.719,IJRT,KTPA,19R,ILS-cat-I
4,31.13991900,-097.40485300,682,11150,18,162.693,ITPL,KTPL,15,ILS-cat-I
4,36.48759400,-082.39379700,1525,11150,18,42.460,IBON,KTRI,05,ILS-cat-I
4,36.46200600,-082.42290800,1519,10990,18,222.441,ITRI,KTRI,23,ILS-cat-II
4,35.59207256,-079.09688957,247,11075,18,20.527,ITTA,KTTA,03,ILS-cat-I
4,40.28176700,-074.80506400,187,11130,18,46.369,ITTN,KTTN,06,ILS-cat-I
4,36.18368600,-095.88331700,635,10970,18,183.066,IDWE,KTUL,18L,ILS-cat-I
4,36.18871700,-095.90032500,673,11110,18,183.092,ITJY,KTUL,18R,ILS-cat-I
4,36.21682800,-095.88111900,624,11030,18,3.023,ITUL,KTUL,36R,ILS-cat-I
4,34.28116100,-088.76993300,346,10850,18,359.862,ITUP,KTUP,36,ILS-cat-I
4,32.09819700,-110.91836700,2660,11170,35,135.176,ITUS,KTUS,11L,ILS-cat-I
4,44.74134200,-085.59425000,624,11070,18,273.712,ITVC,KTVC,28,ILS-cat-I
4,40.60345328,-112.35054260,4321,11115,18,179.145,ITVY,KTVY,17,ILS-cat-I
4,42.48139700,-114.51173300,4151,10830,18,271.294,ITWF,KTWF,25,ILS-cat-I
4,33.44353100,-094.00460000,349,11190,18,224.839,ITXK,KTXK,22,ILS-cat-I
4,40.04128900,-086.25166100,922,11130,18,359.235,ITYQ,KTYQ,36,ILS-cat-I
4,32.34962200,-095.39182200,533,10990,18,135.285,ITYR,KTYR,13,ILS-cat-I
4,35.82432800,-083.98106900,975,11030,18,44.705,ITYS,KTYS,05L,ILS-cat-I
4,35.80230600,-084.00793300,981,11170,18,224.683,IBUI,KTYS,23R,ILS-cat-II
4,39.90890000,-083.13059200,905,11170,18,32.078,IBUZ,KTZR,04,ILS-cat-I
4,36.39136100,-088.98410000,308,10970,18,6.347,IUCY,KUCY,01,ILS-cat-I
4,43.04045000,-088.22721700,911,10950,18,101.998,ISKC,KUES,10,ILS-cat-I
4,42.41476100,-087.87727200,727,11070,18,228.352,IUGN,KUGN,23,ILS-cat-I
4,39.95310000,-091.18087500,747,11010,18,40.263,IUIN,KUIN,04,ILS-cat-I
4,36.23243900,-081.09886000,1252,11155,18,358.700,IUKF,KUKF,01,ILS-cat-I
4,39.20798900,-082.23819400,761,10875,18,240.599,IUNI,KUNI,25,ILS-cat-I
4,40.84386100,-077.85823900,1222,11170,18,232.825,IUNV,KUNV,24,ILS-cat-I
4,34.69925800,-090.35175300,194,11095,18,347.045,IUTA,KUTA,35,ILS-cat-I
4,34.99655967,-081.05506707,667,10850,18,11.178,IUZA,KUZA,02,ILS-cat-I
4,30.95193300,-083.19109400,233,10930,18,180.473,IVAD,KVAD,18L,ILS-cat-I
4,34.71968100,-120.56403600,369,11010,18,136.678,IBVD,KVBG,12,ILS-cat-I
4,34.75428100,-120.60376900,369,11010,18,316.646,IVBG,KVBG,30,ILS-cat-I
4,28.84340800,-096.90882200,115,11150,18,132.611,IVCT,KVCT,13L,ILS-cat-I
4,34.57741100,-117.38633600,2885,10875,18,179.522,IVCV,KVCV,17,ILS-cat-I
4,32.18629700,-082.38207200,275,11030,18,242.446,IVDI,KVDI,24,ILS-cat-I
4,36.20339400,-115.18501900,2143,11070,18,134.470,IHWG,KVGT,12L,ILS-cat-I
4,36.32556700,-119.40148300,292,10850,18,314.923,IVIS,KVIS,30,ILS-cat-I
4,30.79316700,-083.27572200,203,11090,18,350.870,IVLD,KVLD,35,ILS-cat-I
4,34.19453900,-118.48893300,741,11130,18,175.536,IVNY,KVNY,16R,ILS-cat-I
4,43.93873900,-090.27621100,914,10850,18,268.577,IVOK,KVOK,27,ILS-cat-I
4,30.47041900,-086.51850300,85,10910,18,192.128,ICAH,KVPS,19,ILS-cat-I
4,30.49083600,-086.55635600,85,11030,18,299.788,IVPS,KVPS,30,ILS-cat-I
4,41.45241400,-087.01827500,771,10970,18,269.691,IVPZ,KVPZ,27,ILS-cat-I
4,30.23783300,-081.87413100,81,10950,18,359.555,IVQQ,KVQQ,36R,ILS-cat-I
4,35.40709700,-080.15857500,609,11055,18,219.020,IVUJ,KVUJ,22L,ILS-cat-I
4,36.38803100,-097.79107500,1163,10830,18,0.016,IEIU,KWDG,35,ILS-cat-I
4,32.62404400,-083.57809700,294,11170,18,144.186,IRJM,KWRB,15,ILS-cat-I
4,32.65588100,-083.60539400,294,11010,18,324.191,IWRB,KWRB,33,ILS-cat-I
4,40.02646100,-074.56796700,130,11010,18,45.653,IWRI,KWRI,06,ILS-cat-II
4,40.00233100,-074.60027500,137,11010,18,225.727,IJTQ,KWRI,24,ILS-cat-I
4,44.54229400,-069.66861900,333,11050,18,28.498,IRLU,KWVL,05,ILS-cat-I
4,44.70204400,-111.10819200,6642,11070,18,26.204,ILOW,KWYS,01,ILS-cat-I
4,36.26791700,-094.30045000,1261,11055,18,159.815,IXNA,KXNA,16,ILS-cat-I
4,36.29581100,-094.31317200,1287,11055,18,339.815,IFBS,KXNA,34,ILS-cat-I
4,42.24627200,-083.51749700,716,10950,18,46.616,IYIP,KYIP,05R,ILS-cat-I
4,42.22920600,-083.54187500,716,10950,18,226.594,ILSW,KYIP,23L,ILS-cat-I
4,46.57295300,-120.56112200,1095,11010,18,290.038,IYKM,KYKM,27,ILS-cat-I
4,42.92556400,-097.39581100,1306,10950,18,319.846,IYKN,KYKN,31,ILS-cat-I
4,41.25352800,-080.66666400,1196,11010,18,135.078,IMQK,KYNG,14,ILS-cat-I
4,41.27487800,-080.69499700,1109,11010,18,315.062,IYNG,KYNG,32,ILS-cat-I
4,39.93674700,-081.89785800,875,10995,18,213.731,ITNF,KZZV,22,ILS-cat-I
4,42.55725000,027.49819400,135,11030,18,224.264,IBG,LBBG,22,ILS-cat-I
4,42.07629200,024.83591400,597,10990,18,307.326,IPD,LBPD,30,ILS-cat-I
4,42.69585037,023.44300079,1741,11070,18,93.914,ISL,LBSF,09,ILS-cat-I
4,42.69844818,023.39083290,1741,10950,18,273.914,ISF,LBSF,27,ILS-cat-II
4,43.23034400,027.84326400,230,10990,18,97.265,IWN,LBWN,09,ILS-cat-I
4,34.86166700,033.60833300,8,11030,18,225.167,ILC,LCLK,22,ILS-cat-I
4,34.72430600,032.46833300,73,10890,18,292.209,IPA,LCPH,29,ILS-cat-I
4,34.59515800,032.96953900,76,10970,18,287.618,AK,LCRA,28,ILS-cat-I
4,42.55474400,018.28489400,469,11010,25,118.210,IDU,LDDU,12,ILS-cat-I
4,45.46723600,018.79283100,272,11150,25,290.540,IOS,LDOS,29,ILS-cat-I
4,44.89306400,013.90038100,157,11150,25,268.280,IPU,LDPL,27,ILS-cat-I
4,45.20607500,014.58179400,200,10850,25,143.680,IKR,LDRI,14,ILS-cat-I
4,43.54787200,016.31401100,69,11050,25,52.570,IST,LDSP,05,ILS-cat-I
4,45.75388600,016.08544400,335,10950,25,46.790,IZA,LDZA,05,ILS-cat-III
4,45.72968600,016.04864200,344,10910,25,226.810,IZG,LDZA,23,ILS-cat-I
4,44.09799200,015.36060300,246,11010,25,135.690,IZD,LDZD,14,ILS-cat-I
4,38.94908300,-001.84308100,2301,11070,18,87.737,IABT,LEAB,09,ILS-cat-I
4,38.94782200,-001.88378600,2301,10970,18,267.399,IAE,LEAB,27,ILS-cat-I
4,38.27931595,-000.53776664,29,11030,18,100.092,IAT,LEAL,10,ILS-cat-I
4,36.83911100,-002.38975000,70,10990,18,252.938,IAM,LEAM,26,ILS-cat-I
4,43.56708100,-006.04946100,416,11010,18,288.297,AVS,LEAS,29,ILS-cat-III
4,43.29541779,-002.89510012,113,11155,20,116.738,IBO,LEBB,12,ILS-cat-II
4,43.30730057,-002.92751670,106,11030,20,296.738,IBL,LEBB,30,ILS-cat-II
4,41.31019974,002.09518337,12,10875,25,19.099,BLT,LEBL,02,ILS-cat-I
4,41.30691900,002.10722200,14,11030,18,65.518,QAA,LEBL,07L,ILS-cat-I
4,41.29295000,002.10541100,14,11075,18,65.507,BLE,LEBL,07R,ILS-cat-I
4,41.28158100,002.07221900,14,11150,18,245.484,BLW,LEBL,25L,ILS-cat-III
4,41.29131900,002.06167500,14,10950,18,245.473,BCA,LEBL,25R,ILS-cat-III
4,38.90027800,-006.83736100,609,11050,18,305.705,ITL,LEBZ,31,ILS-cat-I
4,43.29372800,-008.38409400,329,10990,18,210.892,LCO,LECO,22,ILS-cat-I
4,41.89230600,002.75726900,468,10990,18,195.596,IGN,LEGE,20,ILS-cat-I
4,37.18886900,-003.75828100,1859,10930,18,89.486,GRD,LEGR,09,ILS-cat-I
4,40.30351900,-003.71129700,2029,11090,18,45.091,IGE,LEGT,05,ILS-cat-I
4,38.87938835,001.38893074,20,11110,18,62.000,IBI,LEIB,06,ILS-cat-I
4,38.86570000,001.35586900,15,10950,18,241.814,IBZ,LEIB,24,ILS-cat-I
4,36.73245000,-006.06604700,68,10890,18,201.342,IJR,LEJR,20,ILS-cat-I
4,37.78344400,-000.80119400,11,11050,18,45.677,ISJ,LELC,05R,ILS-cat-I
4,42.58074700,-005.66691900,3006,10950,18,225.223,ILE,LELN,23,ILS-cat-I
4,40.49839200,-003.55919200,1998,11150,18,179.912,IML,LEMD,18L,ILS-cat-III
4,40.49015000,-003.57461400,1981,11070,18,179.803,IMR,LEMD,18R,ILS-cat-III
4,40.48621750,-003.57738900,1998,10990,18,322.304,MAA,LEMD,32L,ILS-cat-III
4,40.49710083,-003.56021667,1998,10910,18,322.308,MBB,LEMD,32R,ILS-cat-III
4,36.67751694,-004.47576666,52,11055,15,117.700,IMG,LEMG,12,ILS-cat-I
4,36.66380310,-004.48357821,52,10950,18,131.702,GMM,LEMG,13,ILS-cat-I
4,36.68588600,-004.51448600,52,10990,18,311.684,GAA,LEMG,31,ILS-cat-I
4,39.87783600,004.22178100,298,11030,18,8.968,IMH,LEMH,01L,ILS-cat-I
4,37.15697200,-005.62405600,295,10970,18,199.705,IMRF,LEMO,20,ILS-cat-I
4,39.56351400,002.74533100,24,11090,18,58.339,PLM,LEPA,06L,ILS-cat-I
4,39.54004400,002.72917800,24,10930,18,238.628,IPAL,LEPA,24L,ILS-cat-III
4,39.54576700,002.70781400,24,10990,18,238.597,PAA,LEPA,24R,ILS-cat-I
4,42.76032800,-001.63925300,1503,10970,18,151.860,IPN,LEPP,16,ILS-cat-I
4,41.14285000,001.15157800,0,11010,18,248.868,IRS,LERS,25,ILS-cat-I
4,36.64267500,-006.32357800,86,10870,18,96.956,IAOG,LERT,10,ILS-cat-I
4,40.93985600,-005.51055000,2595,11010,18,207.811,IALR,LESA,21,ILS-cat-I
4,42.88169700,-008.41023900,1171,11030,18,166.061,IGO,LEST,17,ILS-cat-III
4,42.91332500,-008.42084200,1197,11150,18,346.197,ISO,LEST,35,ILS-cat-I
4,40.47865000,-003.46826700,2025,10950,18,223.263,ITJA,LETO,23,ILS-cat-I
4,39.48202777,-000.46250000,256,11150,25,116.200,VLN,LEVC,12,ILS-cat-I
4,39.49847222,-000.50566667,225,11010,18,296.195,IVC,LEVC,30,ILS-cat-I
4,41.69550000,-004.86680600,2779,10930,18,225.129,IVD,LEVD,23,ILS-cat-I
4,42.89785600,-002.70966100,1682,10890,18,35.853,VTO,LEVT,04,ILS-cat-II
4,42.22008300,-008.62998300,855,11090,18,191.380,VIG,LEVX,20,ILS-cat-III
4,43.43140600,-003.83626100,16,11090,18,290.191,STA,LEXJ,29,ILS-cat-I
4,41.67126100,-001.04491700,862,10950,18,300.115,IZZA,LEZG,30R,ILS-cat-I
4,37.41800800,-005.87246700,111,11110,18,89.770,ISE,LEZL,09,ILS-cat-I
4,37.41786100,-005.91563600,111,11010,18,269.741,ISV,LEZL,27,ILS-cat-I
4,50.95795600,001.94289100,10,11050,27,241.010,MK,LFAC,24,ILS-cat-I
4,50.51178100,001.63265700,35,11015,27,134.000,LT,LFAT,14,ILS-cat-I
4,44.17807500,000.57916700,213,11035,18,292.253,AG,LFBA,29,ILS-cat-I
4,44.54246500,-001.10745700,82,11009,18,56.482,CAA,LFBC,06,ILS-cat-I
4,44.52570600,-001.14294700,82,11010,18,236.461,CAA,LFBC,24,ILS-cat-I
4,44.81513600,-000.73463600,161,11030,18,225.327,BD,LFBD,23,ILS-cat-III
4,44.83230800,-000.73284400,160,11115,18,286.295,BEI,LFBD,29,ILS-cat-I
4,44.82534200,000.50359700,184,10815,18,274.329,RM,LFBE,28,ILS-cat-II
4,43.54170600,001.37908100,544,10910,18,115.173,TFZ,LFBF,12,ILS-cat-I
4,45.66322300,-000.29953000,102,10990,18,49.544,CG,LFBG,05,ILS-cat-I
4,45.64670300,-000.32724400,95,10990,18,229.572,CGC,LFBG,23,ILS-cat-I
4,46.17972800,-001.21276900,72,10955,18,272.431,RL,LFBH,28,ILS-cat-I
4,46.57853300,000.29918600,412,11095,18,210.511,PT,LFBI,21,ILS-cat-II
4,46.21301900,002.36707200,1378,11155,18,167.358,MOG,LFBK,17,ILS-cat-II
4,46.23343300,002.36049700,1362,10909,18,347.398,MOG,LFBK,35,ILS-cat-I
4,45.87168500,001.19050100,1299,10929,18,33.096,LG,LFBL,03,ILS-cat-I
4,45.85098300,001.17112800,1271,11010,18,213.159,LG,LFBL,21,ILS-cat-III
4,43.91234200,-000.48534100,204,11050,18,87.235,MDM,LFBM,09,ILS-cat-I
4,43.91040300,-000.54067800,220,11050,18,267.187,MDM,LFBM,27,ILS-cat-II
4,43.61391100,001.38202800,494,10890,18,143.019,TG,LFBO,14L,ILS-cat-II
4,43.61477500,001.37647500,497,11070,18,143.011,TBS,LFBO,14R,ILS-cat-III
