icao,latitude,longitude,name
PAKV,64.3180415,-158.7435835,KALTAG
YKAL,-14.28970617,126.63563325,Kalumburu
EKKL,55.700033335,11.25006111,Kalundborg
VI75,26.520408,80.232914,KALYANPUR
YKBL,-31.19492424,121.59935628,KAMBALDA
WABA,-01.31883931,132.28397311,Kambuaya/Ayamaru (GKI)
HRZA,-2.4622415,28.90795,KAMEMBE
ED11,51.59195925,007.70340798,Kamen
LB42,43.327332,25.003443,KAMENETS
EDCM,51.29687775,14.127875,KAMENZ
5TA7,29.42079027,-95.15909806,Kami-Kazi
S73,46.219306,-116.013472,KAMIAH MUNI
EPKN,50.5291955,18.0849405,KAMIEN SLASKI
RJDK,33.010269,129.194711,Kamigoto
YKML,-19.36426490,140.04809246,Kamileroi
FZSA,-8.6420235,25.252897,KAMINA BASE
OSKL,37.0206275,41.191401,KAMISHLY
45MN,47.92608333,-96.61422917,Kaml Airstrip
CYKA,50.69917457,-120.44189468,Kamloops
4IS1,39.77308833,-88.44866667,Kamm
VTY3,14.57691200,101.25030500,Kamol Farm
1B4,43.134745065,-75.6488768025,Kamp
2N5,40.0484275,-76.97803223,Kampel
VDKH,12.255236,104.563875,KAMPONG CHHNANG
CJN2,51.5593194,-101.879098035,Kamsack
WZ27,-03.71664353,137.65109697,Kamulini (CAMA)
WAJG,-06.18516068,138.63416309,Kamur (RBMU)
FWKI,-13.78630160,033.78082660,KAMUZU INTL
IL89,41.68197638,-90.23957056,Kamy Field
KKNB,37.0105235,-112.5314695,KANAB MUNI
FB29,-19.5833,21,Kanana
FE7,50.92033,-115.1395035,Kananaskis Village Helistop
YKAN,-30.89968462,124.86376051,KANANDAH
FZUA,-5.900042,22.4691665,KANANGA
VTBG,14.12616545,099.44542584,Kanchanaburi RTAF
OAKN,31.505754,65.8478235,KANDAHAR
KDP,-05.84117108,143.51151863,Kandep
OP33,28.274004,69.275982,KANDHKOT
VAKE,23.112718,70.1002905,KANDLA
PHNG,21.44540056,-157.77101822,KANEOHE BAY MCAF
YKWG,-31.77294163,135.63460132,Kangaroo Well
BGSF,67.00967268,-050.70545992,Kangerlussuaq
WZ28,-03.66588541,138.36131802,Kanggime (RBMU)
VIGG,32.1651195,76.2634185,KANGRA
3KK,41.10003222,-87.91671,Kankakee
VCCJ,9.7923295,80.070089,KANKESANTURAI
FY1X,-17.9392,24.14225,Kanono
RJFY,31.367684,130.837545,KANOYA
YKNA,-26.53047376,125.61185453,KANPA
VIKA,26.4414445,80.364864,KANPUR
VICX,26.4043835,80.414219,KANPUR CHAKERI
RJBB,34.43361925,135.2335985,KANSAI INTL
KMCI,39.29791019,-094.71583938,Kansas City Intl
FYNB,-22.04165,16.1811,Kansimba
UAFW,42.8534055,74.846032,KANT
70WI,45.03218694,-92.35435751,Kanten Field
WZ29,-01.71718700,119.88342300,Kantewu (MAF)
5Z5,63.54171472,-150.99395473,Kantishna
FBKY,-25.05,25.31665,Kanye
WAMK,01.18712730,127.89453381,Kao/Kuabang (Local Gov)
RCKH,22.577093,120.350006,KAOHSIUNG INTL
GOOK,14.146879,-16.0512955,KAOLACK
KOKZ,32.9667125,-82.8381705,KAOLIN FLD
LTAZ,38.771865,34.5345485,KAPADOKYA
KPL,-08.62775700,142.82327600,Kapal
YKPG,-12.56594660,132.32521920,KAPALGA
PHJH,20.96230770,-156.67513414,KAPALUA
00Y,45.55051861,-96.45145,Kapaun-Wilson Field
WXZ5,-01.83881562,137.96851431,Kapeso
LOGK,47.458,15.33,Kapfenberg
WBGP,02.00987276,112.93206728,Kapit
86WA,47.0039902,-122.235672,Kapowsin Airfield
YKAP,-34.25092441,138.91536757,KAPUNDA
CYYU,49.41416625,-82.4674305,KAPUSKASING
OPKC,24.89909200,067.16767200,Karachi Jinnah Intl
VA1M,17.285854,74.158061,KARAD
UAKK,49.6708205,73.3345445,KARAGANDA
UI59,55.6113665,103.12500541,Karahun
UAFP,42.54155433,78.410202015,Karakol Przhevalsk
NZKM,-41.2393303,172.1052475,Karamea
SYKR,-3.751667,-59.3094444,Karanambo
YKAR,-29.180492,116.854534,Karara
WZ30,-03.47376396,132.86783907,Karas (private)
FYKB,-28.0303,18.7389,Karasburg
EEKA,58.9907895,22.830869,KARDLA
15R,29.57606166,-98.24667778,Kardys
VI65,34.5242725,76.1559085,KARGIL
WN36,46.96898583,-122.8209675,Kari Field
FVKB,-16.51976,28.8849805,KARIBA INTL
AU92,-22.48585816,118.46358246,Karijini National Park
FYKC,-27.6572,17.8428,Karios (Canon Lodge)
KOFK,41.98495243,-097.43018621,KARL STEFAN MEM
3PN2,39.75898472,-77.34748723,Karlindo
46IS,41.18336527,-87.90115584,Karlock
LKKV,50.20158596,012.91147979,Karlovy Vary
ESIA,58.5138415,14.507124,KARLSBORG
EDWK,53.33685269,009.02311135,Karlshoefen
ESKK,59.3458665,14.495922,KARLSKOGA
EDSB,48.77879300,008.09265900,Karlsruhe Baden Baden
EDTK,48.97966195,8.3318815,Karlsruhe Forchheim
ESOK,59.44250500,013.34113900,Karlstad
23D,48.57914305,-96.54198667,Karlstad Municipal
PAKY,57.56706388,-154.45037139,Karluk
YKMN,-27.36873623,141.93384490,KARMONA
67VA,38.83761277,-78.51945445,Karmys
VI40,29.7141195,77.037532,KARNAL
2R9,28.824986,-97.865568,KARNES CO
FWKA,-9.9535695,33.8930225,KARONGA
YKRE,-30.96995991,122.53882505,KARONIE
LGKP,35.42352680,027.14740370,KARPATHOS
OR23,46.16233138,-123.64513528,Karpens
CS24,57.362139,-107.1409805,Karras River Airstrip
YPKA,-20.71046197,116.77091039,Karratha
LTCF,40.5620835,43.115,KARS
EFKR,63.9889,25.7472,Karsamaki
UTSL,38.833635,65.9214655,KARSHI KHANABAD
UT1N,38.8018515,65.7747235,KARSHI SOUTH
WABK,-03.68231668,138.47824022,Karubaga (DGAC)
YKMB,-17.45546993,140.83146037,Karumba
YKRJ,-16.27790599,127.19370880,KARUNJIE
EKKA,56.2991064,9.1106182,KARUP INT
FBKE,-17.8328735,25.1623985,KASANE
CJL8,60.28489138,-102.50744430,Kasba Lake
HUKS,0.18347,30.101491,Kasese
OIFK,33.8953315,51.577043,KASHAN
ZWSH,39.542922,76.0199565,KASHI
OP31,28.4705635,69.5990595,KASHMOR
XIAT,52.11084015,113.49191567,Kashtak
PFKA,60.87202194,-162.52480945,Kasigluk
5KS,60.35330916,-151.26277139,Kasilof
5Z7,59.46882694,-151.57321778,Kasitsna
CBR2,49.9036125,-116.935278,KASLO
FLKE,-12.572776,27.89429,KASOMPE
WZ31,-02.30085967,138.03287403,Kasonaweja (DGAC)
LGKS,35.4213585,26.910047,KASOS
0NA3,46.9025,-97.09833334,Kasowski
HSKA,15.385886,36.3281695,KASSALA
FY1Y,-21.24915,16.0672,Kassandara
EDVK,51.40488941,009.37814754,Kassel Calden
MY15,45.95579805,-93.98942834,Kastanek
EK31,56.63793815,10.166105825,Kastbjerg
LGTL,35.1920205,25.327,KASTELI
UT11,40.989958,-109.196517,KASTLER COMPRESSOR STATION
RJTR,35.513815,139.393675,KASTNER AAF
EKCH,55.61180300,012.65762757,Kastrup
RJAK,36.0313797,140.196106,Kasumigaura AB
RJSU,38.232489,140.926389,Kasuminome AB
FWKG,-13.014629,33.468599,KASUNGU
1B2,41.3600466666667,-70.527315,KATAMA AIRPARK
YKNG,-33.69910763,117.65311904,Katanning
AR81,34.16231944,-92.60377112,Katheryns Landing
VNKT,27.69884680,085.35736080,Kathmandu Tribhuvan Intl
93MO,37.10894861,-94.40550139,Kathys Patch
FYKM,-17.634428,24.176657,KATIMA MULILO
SYKT,-4.6491671,-59.8319435,Kato
YKAT,-33.66740389,150.31855490,Katoomba Airfield
ESVK,59.0222206,16.2202759,Katrineholm
DN57,13.0074045,7.6577915,KATSINA
CTP9,61.66373212,-073.30406300,Kattiniq
VCCN,6.5521265,79.977539,KATUKURUNDA
ED08,47.87124922,010.62179929,Kaufbeuren
EFKJ,62.4635,22.3915415,KAUHAJOKI
EFKA,63.11985600,023.04382400,Kauhava
FYKL,-23.6177,17.87215,Kaukerus
NTGK,-15.6633345,-146.8847695,KAUKURA
EYKA,54.96690300,024.07696100,Kaunas Intl
WZ32,-03.46903853,140.36241873,Kaure (RBMU)
ENKA,69.04199200,023.03553000,Kautokeino
LGKV,40.91968100,024.61954500,Kavala Megas Alexandros
SVKA,5.6330562,-61.7830544,Kavanayen
AYKV,-02.58051036,150.80679761,Kavieng
FY1Z,-19.4123,14.643,Kavita Lion Lodge
WZ33,-05.62182571,140.23097970,Kawagit (ZGK)
MUKW,23.1236415,-81.301806,KAWAMA
KWO,-07.97682000,142.82144300,Kawito
VYKT,10.0492595,98.5380055,KAWTHOUNG
1TN2,36.445925,-83.11239167,Kay
61II,41.36254777,-85.47775862,Kay Field
TA61,32.47347777,-95.16578056,Kay Ranch
0V7,36.709722,-110.2367955,KAYENTA
GA1A,14.4313195,-11.4397155,KAYES
GAKY,14.4812335,-11.4043985,KAYES DAG DAG
SN70,37.25140888,-97.95450362,Kaypod
YKAY,-30.66837473,142.54414738,KAYRUNNERA
SMKE,-3.0999999,-56.4830551,Kayserberg
2NY9,42.37007333,-76.72245084,Kayutah Lake
UITK,56.27804405,107.56181749,Kazachinsk
UWKD,55.6065445,49.27968875,KAZAN
8LL8,41.58086583,-90.09095084,Kazuma
LKKB,50.12633128,014.53986971,Kbely
KEAR,40.72773717,-099.01214757,KEARNEY MUNI
OH74,40.09367416,-82.7168375,Kearns
E67,33.0475635,-110.9090975,KEARNY
WASE,-00.80944322,133.05058917,Kebar (CAMA)
WABY,-03.82240467,136.38624726,Kebo (CAMA)
LHKE,46.9175,19.749222,KECSKEMET
WZ36,00.59175907,111.30174297,Kedembak (MAF)
WZ37,-02.01749600,139.05697800,Keder (GKI)
GOTK,12.572318,-12.2203335,KEDOUGOU
I16,37.600457,-81.5592665,KEE FLD
04W,35.62210777,-76.76355028,Keech
5NY3,42.49284999,-76.38688056,Keech
40II,41.35143916,-84.81690445,Keener Field
YKRL,-25.90813213,142.79563463,KEEROONGOOLOO
FYRW,-24.9631,16.0136,Keerweder
KBIX,30.410425,-88.924432,KEESLER AFB
FYKT,-26.53879225,18.111776,KEETMANSHOOP
LGKF,38.12015300,020.50317000,Kefallinia
BIKF,63.98066273,-022.59533143,Keflavik
WZ38,-04.04400341,135.55799889,Kegata (CAMA)
KCKA,36.7439195,-98.123122,KEGELMAN AF AUX FLD
6IL5,37.38643916,-89.16035612,Keil
MT69,46.77993666,-112.66531501,Keiley Ranch Strip
NA28,48.3094575,-101.72183,Keiser Farms Airstrip
YKTH,-36.10465224,140.24525704,KEITH
7ND6,48.85584,-98.92901862,Keith Jones
IA77,41.02642333,-91.14181417,Keitzer Field
WZ39,00.23975753,111.21473682,Kelansam (MAF)
59OH,38.97589916,-84.03076556,Kelch
4CO8,39.30693472,-104.81581112,Kelgun
WAJV,-03.72784873,138.71136995,Kelila (DGAC)
PA54,41.52230722,-75.39601389,Kellachows
W08,37.45846833,-75.87881973,Kellam Field
0MN8,45.1358,-92.85937806,Keller
5OH7,41.44670972,-82.0070875,Keller
5AR7,35.68666666,-90.79361112,Keller Airfield
08N,40.29175888,-76.32884528,Keller Brothers
NM04,36.6777825,-108.08395862,Keller Field
50T,30.23048027,-98.47530278,Keller Ranch
YKEB,-31.61844594,117.72293270,KELLERBERRIN
46OI,41.68338416,-83.76660556,Kellers Strip
7T4,29.91382805,-94.20823862,Kelley Crop Service
0MI3,44.63334944,-84.48335362,Kelleys
89D,41.59923206,-082.68615333,Kelleys Island Land Fld
0KS2,38.5600125,-95.30914167,Kellie Mann Airfield
16IS,37.57782833,-89.00923973,Kellums
51CA,34.42361055,-116.61696751,Kelly
9M6,32.850128,-91.40345,Kelly
53WI,42.69805833,-89.78678889,Kelly
CO15,39.22466675,-104.6399,KELLY AIRPARK
7ND2,48.37276472,-97.32007501,Kellys Field
SN42,39.09917027,-94.82107334,Kellys Landing
CYLW,49.95293300,-119.38127800,Kelowna
CZEE,56.03752274,-096.50992032,Kelsey
2TX0,35.06449916,-101.84935501,Kelso
KKLS,46.1180095,-122.8983735,KELSO LONGVIEW
CN37,35.38134777,-118.23091028,Kelso Valley
YKEL,-30.81893064,150.35172055,KELVIN HS
CKV2,52.125738,-103.53024,Kelvington
WZ40,00.63737256,110.40328335,Kembayan (MAF)
EGBP,51.66961494,-002.05729604,Kemble
UNEE,55.27127075,86.107893,KEMEROVO
EFKE,65.78026600,024.57584000,Kemi Tornio
EFKM,66.712882,27.1567845,KEMIJARVI
KEMM,41.82121737,-110.55533012,Kemmerer Muni
6OH9,40.10588361,-84.39994889,Kemps Field of Dreams
YKMP,-31.06937159,152.76499572,Kempsey
EDMK,47.69453457,010.34207897,Kempten - Durach
YKPN,-42.53397977,147.19896147,KEMPTON
3XS8,30.1308335,-95.9002765,KEN ADA RANCH
LS44,30.08992722,-92.34374195,Ken Guidry No 3
LS68,29.93465166,-92.21346112,Ken Guidry Nr 1
1LA0,30.01687388,-92.52791445,Ken Guidry Nr 2
62LA,30.07520444,-92.21373806,Ken Guidry Nr 4
4S2,45.67277937,-121.536144595,Ken Jernstedt Field
MKKJ,18.1988475,-76.534653,KEN JONES
PAEN,60.57464575,-151.24148475,KENAI MUNI
LA61,30.00837222,-92.24121112,Kenan Airstrip
YKNC,-13.84739965,141.58997768,KENCHERANG
WN08,48.91484333,-122.11292806,Kendal Airstrip
6X5,25.60538416,-80.58311445,Kendall
YKRV,-13.74643078,142.13247511,KENDALL
KTMB,25.64859225,-080.43237300,Kendall Tamiami Executive
MA86,42.50564055,-73.05982223,Kendalls Lndg Area
C62,41.4727195,-85.2607985,KENDALLVILLE MUNI
WAWW,-04.08403300,122.41268900,Kendari Wolter Monginsidi
0KS6,37.45224166,-97.31782251,Kendrigan
WZ41,-04.60145165,138.38270112,Keneyan (CAMA)
VYKG,21.30161,99.635996,KENGTUNG
WBKG,05.35232566,116.16612262,Keningau
GMMY,34.29897475,-6.595853,KENITRA
08OH,41.29172222,-80.56368389,Kenley
34XS,28.36832944,-98.89335778,Kenley Ranch
7K5,48.667778,-102.05,KENMARE MUNI
YKEN,-26.33643860,132.48077953,Kenmore Park
0FD3,29.36136166,-82.14981639,Kennedy
SN96,37.41668972,-100.08374834,Kennedy
MS66,30.44603083,-88.92586501,Kennedy Executive
2GA0,33.52651111,-83.63795167,Kennedy Intranational
50TX,30.137625,-98.525378,KENNEDY RANCH
3TN4,35.88092,-83.72711862,Kenner Farm
MD23,39.1448325,-76.04049945,Kennersley
4T2,32.97293425,-97.48603225,KENNETH COPELAND
49D,43.53335694,-83.85413917,Kenneth Hayward
KTKX,36.22655975,-90.03620425,KENNETT MEM
CYQK,49.788329,-94.363189,KENORA
KENW,42.5954188333333,-87.9269761666667,KENOSHA RGNL
6I1,39.26254777,-86.28749139,Kenstin Manor
8CO0,40.25275805,-104.00328306,Kent
22F,33.229261,-100.568725,KENT CO
57WA,46.87347444,-119.13029001,Kent Farms
1G3,41.15721480,-081.41649013,KENT STATE UNIVERSITY
50I,40.7587405,-87.4282265,KENTLAND MUNI
3W3,38.9181595,-76.3580322,Kentmorr Airpark
5LA1,31.02796583,-91.98123223,Kents Flying Service
M34,37.0095,-88.2958665,KENTUCKY DAM STATE PARK
ND25,47.92501972,-102.82129889,Keogh
KEOK,40.45983375,-91.42911875,KEOKUK MUNI
6K9,40.73475,-91.94878306,Keosauqua Municipal
VVKP,21.3945695,106.261076,KEP
36I,39.92363888,-83.66166667,Kepes Flying Field
WAKP,-06.54333176,139.33180230,Kepi (DGAC)
ROKR,26.164439,127.295281,Kerama
YKER,-35.74673594,143.93441062,Kerang
WZ42,00.09373590,111.90821356,Kerapak (MAF)
UKFK,45.372868,36.402761,KERCH INTL
AYKM,-07.96341900,145.77230300,Kerema
NZKK,-35.25885200,173.91244500,Kerikeri
UT51,37.808983,65.212497,KERKI
BIKE,64.70555406,-019.41665614,Kerlingarfjoll
OIKK,30.26805475,56.95533175,KERMAN
0NY3,43.3139575,-74.93210112,Kermizian
IA48,41.74165416,-93.72522223,Kern Field
L05,35.7283335,-118.419725,KERN VALLEY
3IA5,42.87720861,-95.882515,Kerr
CJP2,51.9268545,-109.1309070925,Kerrobert
KERV,29.97759925,-99.08591825,KERRVILLE MUNI LOUIS SCHREINER FLD
EIKY,52.18130811,-009.53690243,Kerry
AL12,32.358611,-86.125,KERSHAW
6NA7,48.73029583,-100.92154084,Kersten Brothers
WMKE,4.5372235,103.426754,Kerteh
VAKS,21.3170695,70.270403,KESHOD
83I,40.44948861,-85.20219306,Kesler Field
62IL,42.18613444,-88.60425806,Kessler
89I,39.27837277,-87.41363084,Kester Fly Inn
1T7,29.8127195,-98.425295,KESTREL AIRPARK
WIOK,-1.8166385,109.963482,Ketapang/Rahadi Usman
VT30,44.16255944,-72.83400362,Ketcham Lndg Area
PAKT,55.3555445,-131.7137365,KETCHIKAN INTL
OK97,34.53341416,-97.76697695,Ketchum Ranch
78Q,36.70911638,-119.40484695,Ketscher Ranch
EK07,54.95432671,9.99536561,Kettingskov (E521)
56C,43.66804972,-88.19537556,Kettle Moraine
19IL,41.51336694,-89.22953056,Keutzer
KEZI,41.20544725,-89.96351225,KEWANEE MUNI
KMEI,32.33341175,-88.7507385,KEY FLD
CYKJ,57.254169,-105.6175,Key Lake
19WA,45.71956083,-121.88619084,Key Way
KEYW,24.55391500,-081.75560600,Key West Intl
KNQX,24.58098600,-081.69078100,Key West NAS
14TX,30.28936833,-98.17390389,Keyes Ranch
81V,44.34903424,-104.81222128,Keyhole
MD42,39.61954388,-77.22748334,Keymar Airpark
TX35,33.44316888,-94.81410167,Keys Ranch
NY79,42.59672833,-78.34029362,Keysa
1KS5,39.1624975,-96.09638195,Keyser
9PA7,39.77277777,-79.21111112,Keystone
79N,40.88394861,-77.90722556,Keystone
4F1,36.22229888,-96.34612584,Keystone Air Park
42J,29.8441188333333,-82.0501768333333,KEYSTONE AIRPARK
W85,37.03820666,-78.46277223,Keysville
YKEY,-29.49185921,149.51013897,KEYTAH
61F,32.98679,-97.61974723,Kezer Air Ranch
FB30,-21.20195,22.5039,Kgoro Pan
FB31,-22.0667,29.1,Kgwedi
OP32,28.0360635,69.6748515,KHAIRPUR
VAKJ,24.817197,79.918596,KHAJURAHO
OE56,22.7101405,53.2811765,KHALFAN
OS69,33.072314,36.55675975,KHALKHALAH
YKHA,-36.21556358,148.11356982,Khancoban
LGSA,35.53972400,024.14183300,Khania Souda
VTZ5,14.63198728,101.46165639,Khanong Phra
USHH,61.028482,69.0860665,KHANTY MANSIYSK
OIBQ,29.2602515,50.3238225,KHARK ISLAND
UK60,50.02591083,36.26950036,KHARKIV NORTH
HSSS,15.58800510,032.55142590,KHARTOUM
OOKB,26.170986,56.2405695,KHASAB
UOHH,71.9780595,102.4905125,KHATANGA
UKOH,44.57945674,033.39919521,Khersones AB
OP26,32.6291435,73.0225765,KHEWRA
UK62,49.35914,26.933964,KHMELNYTSKYI
VTY4,13.39197594,101.32015639,Kho Jan
UHSS,46.885582,142.717529,KHOMUTOVO
VTUK,16.46518100,102.78413400,Khon Kaen
OICK,33.435376,48.2828885,KHORAM ABAD
OP16,24.7872375,68.5571515,KHOREWAH
FYKX,-20.3667,15.05765,Khorixas
UTOD,37.502167,71.513179705,Khorog
VNKG,27.18125,86.772500025,Khotang
VTSA,06.66052400,100.07914700,Khoun Khan
ZMKD,47.9528845,91.62858375,KHOVD
FY20,-19.4167,13.83335,Khowarib
OITK,38.4274515,44.973575,KHOY
UMKK,54.890049,20.592635,KHRABROVO
UTDL,40.215396,69.694708,KHUDZHAND
FYKI,-18.7678,12.57665,Khumib
VTCK,18.82466646,097.93134971,Khun Yuam
OEKR,25.069542,48.1949445,KHURAIS
FB32,-23.3561,24.6037,Khutse
FBKR,-19.14665,23.78165,Khwai River Lodge
PAIK,66.97418352,-160.44459693,Kiana B BAKER MEM
YKIA,-17.24395438,136.18271648,KIANA STN
PN34,41.97840166,-77.70971389,Kibbe Field
4I4,39.44614666,-87.64447028,Kibler
HE34,30.246847,32.4921665,KIBRIT
L89,30.38131055,-92.14595667,Kibs Air Park
T47,33.860617,-98.4903985,KICKAPOO DOWNTOWN
KIDA,43.51535273,-112.06766686,KIDA
TX12,33.80843611,-96.60860528,Kidd - Private
1NY2,43.616735,-76.16270389,Kidder Fld
YKDM,-16.11589955,130.95615290,Kidman Springs
YKID,-18.86907925,144.17262578,Kidston
1L4,35.30554944,-114.88275278,Kidwell
EDHK,54.38307249,010.14395598,Kiel Holtenau
YKRW,-22.50496785,149.15105136,KIERAWONGA
GQNF,16.589983,-11.406207,KIFFA
HRYR,-1.968628,30.13945,KIGALI INTL
EFIK,60.462561,23.6539485,KIIKALA
RJKI,28.3208475,129.927319,KIKAI
FZCA,-5.035767,18.7856305,KIKWIT
YKCY,-26.96929432,152.56781819,KILCOY
YKIL,-16.43089801,129.61573410,Kildurk Station
4TX6,32.41265027,-94.81826917,Kilgore
Q51,5.65,169.116667,Kili
HTKJ,-3.4294555,37.074499,KILIMANJARO INTL
EIKK,52.65167967,-007.29531299,Kilkenny
EIKL,52.65,-7.316667,Kilkenny
EK6,52.799999,-111.766701,Killam
YKLP,-23.76910255,144.76278034,KILLARA PARK
PT2,45.9775,-81.494721,Killarney
YKLE,-16.24859204,131.74527488,Killarney
YKLN,-15.42361347,143.49493305,KILLARNEY STN
14LA,30.84101416,-91.50817139,Killarny Farm
YKCK,-39.84761854,147.85409906,Killecrankie
1NY8,42.80006916,-76.58299806,Killian Airfield
1TX7,32.805665,-100.18371362,Killion Ranch
IL05,42.44029666,-88.48898528,Killoy
5VA9,37.69263361,-76.31827778,Kilmarnock Tolbert Field
6FL2,30.72741361,-84.9177,Kilpatrick Farm
EIKH,53.06333801,-006.85585143,Kilrush
WAJH,-07.97924212,138.85337714,Kimaan (DGAC)
WXY3,-03.61811913,136.26537288,Kiman
YIMB,-33.09392862,136.46823858,Kimba
KIBM,41.19131753,-103.67187942,KIMBALL MUNI ROBERT E ARRAJ FLD
SD27,43.75833166,-98.97814834,Kimball Municipal
FAKM,-28.79442500,024.77370000,Kimberley
YKBS,-17.39254231,124.35747714,KIMBERLEY DOWNS STN
MO64,36.60978555,-93.44463112,Kimberling Airways
ME56,44.06924694,-69.30532389,Kimberly
KJCT,30.51106475,-99.76229375,KIMBLE CO
YKIB,-16.69627955,123.83316010,KIMBOLTON
DE10,38.96677944,-75.46630973,Kimbowrosa Farm
WN48,46.79037722,-123.31042695,Kimbrel Farm
2MS9,33.83,-88.92277778,Kimmel Land & Cattle
7MO7,39.56666666,-94.41467112,Kimray
7NC6,36.05541555,-79.32668473,Kimrey
WN00,47.84009138,-122.85960834,Kimshan Ranch
17TX,32.448744,-98.255044,KIMZEY
YKKN,-34.37884939,116.32203149,Kin Kin Retreat
NS7,44.20208325,-81.60354175,Kincardine
WN72,46.86487027,-118.32524973,Kinch Farms
YKIN,-32.46891544,142.34143885,KINCHEGA
6G2,40.69173305,-80.17783806,Kindelberger Landing Strip
CYKY,51.516707765,-109.180019165,Kindersley
CL24,36.84995027,-119.51013195,Kindsvater Ranch
FZOA,-2.9191765,25.915361,KINDU
OK98,35.30005583,-98.48367167,King
TN72,35.84592472,-83.48183167,King
02II,40.06226,-86.21054751,King
H50,38.47644166,-90.23622473,King
TN52,35.13813888,-86.08109473,King
OE53,24.9421335,46.391214,KING ABDUL AZIZ MIL ACADEMY
OEDR,26.2625655,50.15306325,KING ABDULAZIZ AB
OE50,26.941639,49.70404,KING ABDULAZIZ NAVAL BASE
OEGN,16.9010805,42.585782,KING ABDULLAH BIN ABDULAZIZ
55T,29.8146725,-95.76689362,King Air
PAVC,55.116347,-162.2662275,KING COVE
OEDF,26.43118100,049.76913830,KING FAHD INTL
OEJF,21.348065,39.17306,KING FAISAL NAVAL BASE
SC78,35.09067249,-82.49539973,King Field
OJMF,32.3564515,36.259282,KING HUSSEIN
YKII,-39.87959374,143.88199604,King Island
YKJN,-15.88465643,143.51225107,KING JUNCTION
OEKM,18.29722225,42.80348525,KING KHALED AB
OEKK,27.900903,45.5281945,KING KHALED MILITARY CITY
ID36,43.763205,-113.344672,King Mountain Glider Park
8KS2,37.938915,-96.23083389,King Ranch
83E,34.64810527,-108.00561445,King Ranch
PAKN,58.677088,-156.64992025,KING SALMON
GA67,34.76814944,-83.59294945,King Sky Ranch
6MI0,44.61473333,-84.95198334,King Trout
YKVA,-15.71120428,143.74578509,KING VALE
YKRY,-26.57752379,151.84135879,Kingaroy
O20,38.091526,-121.35931,KINGDON AIRPARK
F92,35.8750425,-97.95033195,Kingfisher
KIGM,35.25911700,-113.94001800,Kingman
9K8,37.669137,-98.124084,KINGMAN ARPT CLYDE CESSNA FLD
YKGA,-30.91342378,135.31668616,KINGOONYA
9OR4,45.93374527,-118.44774723,Kings
30PA,40.26788,-75.43656528,Kings
LL85,42.33335222,-88.97649389,Kings Acres
YKCA,-24.26092316,131.49144836,Kings Canyon
YKCS,-24.42037419,131.81929000,Kings Creek Station
KLNL,46.1540005,-89.21205375,KINGS LAND O LAKES
FB33,-18.45,23.6833,Kings Pool
FD72,27.18282666,-81.39062889,Kings Port
TE48,31.04489666,-98.04280306,Kings Ranch
CA13,36.606895,-119.46345917,Kings River Community College
YKSC,-35.70952573,137.52276100,Kingscote
76W,39.72704361,-77.1119275,Kingsdale Air Park
TS18,30.65435138,-98.47864139,Kingsland Estates
EG59,56.26897998,-2.750741315,Kingsmuir
YKIG,-36.82231932,139.86951919,KINGSTON
CYGK,44.223472,-76.5984,KINGSTON
8OR2,44.77845527,-122.73008723,Kingston Airpark
04NV,35.7555305,-115.664728,KINGSTON RANCH
20N,41.985204,-73.964164,KINGSTON ULSTER
KNQI,27.504495,-97.80830175,KINGSVILLE NAS
WY30,43.37662496,-110.11202725,Kinky Creek Divide
5ND7,46.92054777,-100.84596556,Kinnischtzke
K93,39.88004694,-90.46512528,Kinsey Rla
33K,37.9089935,-99.403107,KINSLEY MUNI
KISO,35.3287633333333,-77.616455,KINSTON RGNL JETPORT AT STALLINGS FLD
YKNT,-23.26535707,129.38559946,Kintore
OR89,44.99985527,-120.05252056,Kinzua
34K,37.01530472,-98.49590973,Kiowa
CKD5,50.09916,-102.60715013,Kipling
PAKI,59.932951,-164.030514,KIPNUK
AGGK,-10.44987708,161.89845154,Kirakira
T12,30.6462745,-93.91472825,KIRBYVILLE
IL52,40.43921055,-91.14403195,Kirchner
UIKK,57.76769980,108.04782461,Kirensk
FB34,-19.6167,23.0333,Kiri
FY21,-23.32715,17.9497,Kiripotib
T73,34.67431694,-80.68229084,Kirk Air Base
KPGR,36.0641555,-90.509638,KIRK FLD
YKRK,-28.69157926,117.76523642,KIRKALOCKA
EG60,54.88288465,-003.20968110,Kirkbride
04U,38.90411388,-114.38972056,Kirkeby Ranch
YKIR,-17.77929581,129.21437323,KIRKIMBIE STN
AU63,-17.743918325,129.23591884,KIRKIMBIE STN NORTH
BIKL,63.79263930,-018.01014943,Kirkjubaejarklaustur
FD26,30.98184916,-85.49243278,Kirkland
CYKX,48.2102625,-79.981251,KIRKLAND LAKE
X6KT,55.875673625,-3.39954564833333,Kirknewton
8IL2,42.48473972,-88.60010056,Kirkpatrick
KIRK,40.0951375,-92.54596125,KIRKSVILLE RGNL
ORKK,35.46946325,44.34911675,KIRKUK AB
EGPA,58.95506845,-002.89751929,Kirkwall
5N5,42.00035527,-75.76018723,Kirkwood Airpark
USKK,58.598455,49.7520665,KIROV POBEDILOVO
KIRS,41.81337175,-85.4384575,KIRSCH MUNI
ESNQ,67.82535600,020.33309600,Kiruna
FZIA,0.517464,25.1550125,KISANGANI SIMISINI
